"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION","REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION",78,0.906139763666491,2.90454958975386,1e-10,3.4367816091954e-09,2.55474894131881e-09,703,"tags=67%, list=4%, signal=64%","IGLC3/IGKV1-5/IGLV3-1/IGLV3-19/IGKV1D-39/IGKV1D-33/IGLV2-8/IGLC2/IGLV3-21/IGKV2D-28/IGLV2-23/IGKV3-11/IGKV4-1/IGLV2-14/IGHV4-34/IGKV3-20/IGLV1-44/IGHV3-23/IGHV3-53/IGLV3-25/IGHV1-46/IGKV1-17/IGLV2-11/IGHV3-30/IGHV3-7/IGHV4-59/IGKV3-15/IGKV1-12/IGLV1-51/IGHV1-2/IGHV1-69/IGKV1D-12/IGHV3-11/IGKV1-16/IGHV3-33/IGLV1-40/IGLV1-47/IGHV2-5/IGKV1-39/IGLV6-57/IGKV2-30/IGHV3-48/IGKV1-33/IGHV2-70/IGLV7-43/IGKV3D-20/IGKV1D-16/FCER1G/LCP2/VAV1/LYN/LAT"
"REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA","REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA",57,0.951143733862147,2.90242406930892,1e-10,3.4367816091954e-09,2.55474894131881e-09,368,"tags=89%, list=2%, signal=88%","IGLC3/IGKV1-5/IGLV3-1/IGLV3-19/IGKV1D-39/IGKV1D-33/IGLV2-8/IGLC2/IGLV3-21/IGKV2D-28/IGLV2-23/IGKV3-11/IGKV4-1/IGLV2-14/IGHV4-34/IGKV3-20/IGLV1-44/IGHV3-23/IGHV3-53/IGLV3-25/IGHV1-46/IGKV1-17/IGLV2-11/IGHA1/IGHV3-30/IGHV3-7/JCHAIN/IGHV4-59/IGKV3-15/IGKV1-12/IGHA2/IGLV1-51/IGHV1-2/IGHV1-69/IGKV1D-12/IGHV3-11/IGKV1-16/IGHV3-33/IGLV1-40/IGLV1-47/IGHV2-5/IGKV1-39/IGLV6-57/IGKV2-30/IGHV3-48/IGKV1-33/IGHV2-70/IGLV7-43/IGKV3D-20/IGKV1D-16/APOL1"
"REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION","REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION",62,0.93625574176857,2.9020752227751,1e-10,3.4367816091954e-09,2.55474894131881e-09,336,"tags=77%, list=2%, signal=76%","IGLC3/IGKV1-5/IGLV3-1/IGLV3-19/IGKV1D-39/IGKV1D-33/IGLV2-8/IGLC2/IGLV3-21/IGKV2D-28/IGLV2-23/IGKV3-11/IGKV4-1/IGLV2-14/IGHV4-34/IGKV3-20/IGLV1-44/IGHV3-23/IGHV3-53/IGLV3-25/IGHV1-46/IGKV1-17/IGLV2-11/IGHV3-30/IGHV3-7/IGHV4-59/IGKV3-15/IGKV1-12/IGLV1-51/IGHV1-2/IGHV1-69/IGKV1D-12/IGHV3-11/IGKV1-16/IGHV3-33/IGLV1-40/IGLV1-47/IGHV2-5/IGKV1-39/IGLV6-57/IGKV2-30/IGHV3-48/IGKV1-33/IGHV2-70/IGLV7-43/IGKV3D-20/IGKV1D-16/FCER1G"
"ZHANG_FH_DEFICIENT_RCC_C1_VS_OTHERS_UP","ZHANG_FH_DEFICIENT_RCC_C1_VS_OTHERS_UP",218,0.807335016296975,2.9017911914546,1e-10,3.4367816091954e-09,2.55474894131881e-09,1076,"tags=57%, list=7%, signal=54%","MMP1/IGLL5/CXCL10/CXCL9/FCGR1A/GBP5/JCHAIN/ADAMDEC1/CXCL11/MZB1/CCL18/FCGR3A/CXCL13/GZMK/UBD/IFIT3/GZMA/CD8A/LYZ/ICOS/OR2I1P/IL2RA/GPR171/CD38/SLAMF7/CCR5/CD2/GBP1/CLEC4E/TRAT1/TLR8/SH2D1A/OLR1/CCL5/CD48/CD53/SPP1/SAMSN1/CD3D/BCL2A1/KLRC4-KLRK1/TFEC/CD52/KMO/RGS1/PYHIN1/SRGN/PIM2/PLEK/CCR1/CD3G/TNFSF13B/IKZF3/CD8B/FCER1G/FPR3/PTPRC/SIRPG/CTSS/KYNU/CD86/MSR1/SLAMF6/GBP4/HLA-DPA1/HLA-DRA/PDCD1LG2/SELL/CD3E/APOC1/CYBB/LY86/C3AR1/KLRC4/LCP2/PLA2G7/IL7R/RHOH/SAMD9L/CYTIP/P2RY10/CRTAM/MMP13/VSIG4/MS4A4A/VCAM1/PTPN22/FCRL5/CD28/CD84/LAX1/SIRPB1/TMIGD3/AIF1/TCN1/VNN2/LCP1/MNDA/HLA-DOB/GIMAP4/ITK/EVI2B/NCKAP1L/TLR7/RNASE6/MS4A6A/NPL/PSMB9/SAMD9/SULF1/CD180/GBP2/CP/TNFSF8/B2M/GIMAP2/LUM/TNFRSF9/CTSK/IFI44L/CARD16/P2RY13/ARHGDIB/APOL6"
"REACTOME_COMPLEMENT_CASCADE","REACTOME_COMPLEMENT_CASCADE",85,0.894625244936606,2.89118594428471,1e-10,3.4367816091954e-09,2.55474894131881e-09,819,"tags=72%, list=5%, signal=68%","IGLC3/IGKV1-5/IGLV3-1/IGLV3-19/IGKV1D-39/IGKV1D-33/IGLV2-8/IGLC2/IGLV3-21/IGHG2/IGKV2D-28/IGLV2-23/IGKV3-11/IGHG1/IGKV4-1/IGLV2-14/IGHV4-34/IGKV3-20/IGLV1-44/IGHV3-23/IGHV3-53/IGLV3-25/IGHV1-46/IGKV1-17/IGLV2-11/IGHV3-30/IGHV3-7/IGHV4-59/IGKV3-15/IGHG4/IGKV1-12/IGLV1-51/IGHV1-2/IGHV1-69/IGKV1D-12/IGHV3-11/IGKV1-16/IGHV3-33/IGLV1-40/IGLV1-47/IGHV2-5/IGKV1-39/IGLV6-57/IGKV2-30/IGHV3-48/IGKV1-33/IGHV2-70/IGLV7-43/IGKV3D-20/IGKV1D-16/GZMM/C1QA/C2/CD19/C1QC/C3AR1/C1QB/CFB/FCN1/C5AR1/CR1"
"REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION","REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION",118,0.854293419378425,2.88992100300888,1e-10,3.4367816091954e-09,2.55474894131881e-09,542,"tags=51%, list=3%, signal=49%","IGLC3/IGKV1-5/IGLV3-1/IGLV3-19/IGKV1D-39/IGKV1D-33/IGLV2-8/IGLC2/IGLV3-21/IGHG2/IGKV2D-28/IGLV2-23/IGKV3-11/IGHG1/IGKV4-1/IGLV2-14/IGHV4-34/IGKV3-20/IGLV1-44/IGHV3-23/IGHV3-53/FCGR1A/IGLV3-25/IGHV1-46/IGKV1-17/IGLV2-11/IGHV3-30/IGHV3-7/IGHV4-59/IGKV3-15/IGHG4/IGKV1-12/IGLV1-51/IGHV1-2/IGHV1-69/IGKV1D-12/IGHV3-11/IGKV1-16/IGHV3-33/IGLV1-40/IGLV1-47/IGHV2-5/IGKV1-39/IGLV6-57/FCGR3A/IGKV2-30/IGHV3-48/IGKV1-33/IGHV2-70/IL6/IGLV7-43/IGKV3D-20/CD247/IGKV1D-16/CD3G/IL10/FCGR2A/FGR/HCK/GNGT2"
"REACTOME_CD22_MEDIATED_BCR_REGULATION","REACTOME_CD22_MEDIATED_BCR_REGULATION",53,0.959472902860695,2.88804599752321,1e-10,3.4367816091954e-09,2.55474894131881e-09,231,"tags=92%, list=1%, signal=91%","IGLC3/IGKV1-5/IGLV3-1/IGLV3-19/IGKV1D-39/IGKV1D-33/IGLV2-8/IGLC2/IGLV3-21/IGKV2D-28/IGLV2-23/IGKV3-11/IGKV4-1/IGLV2-14/IGHV4-34/IGKV3-20/IGLV1-44/IGHV3-23/IGHV3-53/IGLV3-25/IGHM/IGHV1-46/IGKV1-17/IGLV2-11/IGHV3-30/IGHV3-7/IGHV4-59/IGKV3-15/IGKV1-12/IGLV1-51/IGHV1-2/IGHV1-69/IGKV1D-12/IGHV3-11/IGKV1-16/IGHV3-33/IGLV1-40/IGLV1-47/IGHV2-5/IGKV1-39/IGLV6-57/IGKV2-30/IGHV3-48/IGKV1-33/IGHV2-70/CD79A/IGLV7-43/IGKV3D-20/IGKV1D-16"
"REACTOME_PARASITE_INFECTION","REACTOME_PARASITE_INFECTION",108,0.863147780016822,2.88584971984926,1e-10,3.4367816091954e-09,2.55474894131881e-09,1010,"tags=58%, list=6%, signal=55%","IGLC3/IGKV1-5/IGLV3-1/IGLV3-19/IGKV1D-39/IGKV1D-33/IGLV2-8/IGLC2/IGLV3-21/IGHG2/IGKV2D-28/IGLV2-23/IGKV3-11/IGHG1/IGKV4-1/IGLV2-14/IGHV4-34/IGKV3-20/IGLV1-44/IGHV3-23/IGHV3-53/IGLV3-25/IGHV1-46/IGKV1-17/IGLV2-11/IGHV3-30/IGHV3-7/IGHV4-59/IGKV3-15/IGHG4/IGKV1-12/IGLV1-51/IGHV1-2/IGHV1-69/IGKV1D-12/IGHV3-11/IGKV1-16/IGHV3-33/IGLV1-40/IGLV1-47/IGHV2-5/IGKV1-39/IGLV6-57/FCGR3A/IGKV2-30/IGHV3-48/IGKV1-33/IGHV2-70/IGLV7-43/IGKV3D-20/CD247/IGKV1D-16/CD3G/FGR/HCK/VAV1/ARPC1B/LYN/NCKAP1L/WIPF1/BTK/CDC42/WAS"
"REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS","REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS",78,0.900197355116007,2.88550173311018,1e-10,3.4367816091954e-09,2.55474894131881e-09,834,"tags=73%, list=5%, signal=70%","IGLC3/IGKV1-5/IGLV3-1/IGLV3-19/IGKV1D-39/IGKV1D-33/IGLV2-8/IGLC2/IGLV3-21/IGKV2D-28/IGLV2-23/IGKV3-11/IGKV4-1/IGLV2-14/IGHV4-34/IGKV3-20/IGLV1-44/IGHV3-23/IGHV3-53/IGLV3-25/IGHM/IGHV1-46/IGKV1-17/IGLV2-11/IGHV3-30/IGHV3-7/IGHV4-59/IGKV3-15/IGKV1-12/IGLV1-51/IGHV1-2/IGHV1-69/IGKV1D-12/IGHV3-11/IGKV1-16/IGHV3-33/IGLV1-40/IGLV1-47/IGHV2-5/IGKV1-39/IGLV6-57/IGKV2-30/IGHV3-48/IGKV1-33/IGHV2-70/CD79A/IGLV7-43/IGKV3D-20/IGKV1D-16/PIK3AP1/CD19/BLK/CD79B/VAV1/LYN/CD22/ORAI2"
"REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION","REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION",78,0.894943465204522,2.86866086109583,1e-10,3.4367816091954e-09,2.55474894131881e-09,703,"tags=68%, list=4%, signal=65%","IGLC3/IGKV1-5/IGLV3-1/IGLV3-19/IGKV1D-39/IGKV1D-33/IGLV2-8/IGLC2/IGLV3-21/IGKV2D-28/IGLV2-23/IGKV3-11/IGKV4-1/IGLV2-14/IGHV4-34/IGKV3-20/IGLV1-44/IGHV3-23/IGHV3-53/IGLV3-25/IGHV1-46/IGKV1-17/IGLV2-11/IGHV3-30/IGHV3-7/IGHV4-59/IGKV3-15/IGKV1-12/IGLV1-51/IGHV1-2/IGHV1-69/IGKV1D-12/IGHV3-11/IGKV1-16/IGHV3-33/IGLV1-40/IGLV1-47/IGHV2-5/IGKV1-39/IGLV6-57/IGKV2-30/IGHV3-48/IGKV1-33/IGHV2-70/IGLV7-43/IGKV3D-20/IGKV1D-16/FCER1G/LCP2/VAV1/LYN/ITK/LAT"
"REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR","REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR",144,0.829583626997028,2.85892454610149,1e-10,3.4367816091954e-09,2.55474894131881e-09,834,"tags=41%, list=5%, signal=39%","IGLC3/IGKV1-5/IGLV3-1/IGLV3-19/IGKV1D-39/IGKV1D-33/IGLV2-8/IGLC2/IGLV3-21/IGKV2D-28/IGLV2-23/IGKV3-11/IGKV4-1/IGLV2-14/IGHV4-34/IGKV3-20/IGLV1-44/IGHV3-23/IGHV3-53/IGLV3-25/IGHM/IGHV1-46/IGKV1-17/IGLV2-11/IGHV3-30/IGHV3-7/IGHV4-59/IGKV3-15/IGKV1-12/IGLV1-51/IGHV1-2/IGHV1-69/IGKV1D-12/IGHV3-11/IGKV1-16/IGHV3-33/IGLV1-40/IGLV1-47/IGHV2-5/IGKV1-39/IGLV6-57/IGKV2-30/IGHV3-48/IGKV1-33/IGHV2-70/CD79A/IGLV7-43/IGKV3D-20/CARD11/IGKV1D-16/PIK3AP1/CD19/BLK/CD79B/VAV1/LYN/NFKBIE/CD22/ORAI2"
